edge_type_id target_query source_query syn_weight dynamics_params distance_range delay target_sections is_gap_junction weight_function model_template
100 pop_name=='ING' pop_name=='ING' 0.5 PING_InhToInh.json "[0.0, 0.1]" 0 ['soma'] NULL NULL Exp2Syn
101 pop_name=='Exc' pop_name=='ING' 0.5 PING_InhToExc.json "[0.0, 0.1]" 0 ['soma'] NULL NULL Exp2Syn
102 pop_name=='ING' pop_name=='ING' 0.1 NULL "[0.0, 0.1]" NULL ['soma'] True NULL Gap
